STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
82893099999,GARANHUNS,1996-06-03,2013-07-11,null,BR,-8.8833333,-36.5166666,823
81955099999,GARANHUS,2016-07-04,2020-04-07,null,BR,-8.9,-36.5,823.5
86666099999,GAUCHA DO NORTE,2016-07-04,2020-04-07,null,BR,-13.1833333,-53.25,380.5
86941099999,GEN CARNEIRO,2016-07-05,2020-04-07,null,BR,-26.4,-51.35,1019.5
81986099999,GILBUES,2016-07-04,2020-04-07,null,BR,-9.8666666,-45.35,426.5
83264099999,GLEBA CELESTE,1974-06-22,1992-08-27,null,BR,-12.2,-56.5,415
83649099999,GOIABEIRAS,1973-01-01,2020-04-07,null,BR,-20.258056,-40.286389,3.35
86713099999,GOIANESIA,2016-07-04,2020-04-07,null,BR,-15.2166666,-48.9833333,668.5
83423099999,GOIANIA,1990-02-14,1997-03-28,null,BR,-16.6666666,-49.25,741
86734099999,GOIANIA,2016-07-04,2020-04-07,null,BR,-16.65,-49.2166666,771.5
86712099999,GOIAS,2016-07-04,2020-04-07,null,BR,-15.9333333,-50.1333333,513.5
83374099999,GOIAS,1990-02-14,2013-07-11,null,BR,-15.9166666,-50.1333333,512
86917099999,GOIOERE,2016-07-04,2020-04-07,null,BR,-24.1833333,-53.0333333,469.5
82824099999,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,1982-11-01,2020-04-07,null,BR,-8.709294,-63.902281,89.61
83543099999,GOVERNADOR VALADARES,1990-04-25,1990-04-25,null,BR,-18.85,-41.9333333,277
86783099999,GOVERNADOR VALADARES,2016-07-05,2020-04-07,null,BR,-18.7833333,-41.9833333,264.5
81823099999,GRAJAU,2016-07-04,2020-04-07,null,BR,-5.8166666,-46.1666666,231.5
83775099999,GUAIRA,1975-02-05,1993-03-11,null,BR,-24.0833333,-54.25,230
83672899999,GUAJARA MIRIM,2007-07-17,2020-04-07,null,BR,-10.786375,-65.284792,145.69
86694099999,GUANAMBI,2016-07-04,2020-04-07,null,BR,-14.2,-42.75,552.5
86782099999,GUANHAES,2016-07-04,2020-04-07,null,BR,-18.7833333,-42.95,861.5
82487099999,GUARAMIRANGA,1991-09-09,1993-07-08,null,BR,-4.2833333,-39,870
81797099999,GUARAMIRANGA,2016-07-04,2020-02-10,null,BR,-4.2666666,-38.9333333,871.5
81979099999,GUARANTA DO NORTE,2016-07-04,2019-12-04,null,BR,-9.95,-54.8833333,321.5
83834099999,GUARAPUAVA,1973-02-19,1973-02-19,null,BR,-25.4,-51.467,609
82899099999,GUARARAPES GILBERTO FREYRE INTL,1943-08-01,2020-04-07,null,BR,-8.126486,-34.923592,10.05
83708099999,GUARATINGUETA,1977-06-15,2020-04-07,null,BR,-22.791608,-45.204778,536.75
86757099999,GUARDA-MOR,2016-07-04,2020-04-07,null,BR,-17.5666666,-47.2,1001.5
83075099999,GUARULHOS,1996-01-01,2020-04-07,null,BR,-23.432075,-46.469511,749.5
83775399999,GUARULHOS,1988-06-21,2009-08-11,null,BR,-23.433,-46.467,768
85033099999,GUAYARAMERIN,1973-06-18,2011-06-09,null,BL,-10.8166667,-65.35,130
86729099999,GUIRATINGA,2016-07-04,2020-04-07,null,BR,-16.35,-53.7666666,527.5
86630099999,GURUPI,2016-07-04,2020-04-07,null,BR,-11.75,-49.05,288.5
85041099999,HEROES DEL ACRE,1973-06-19,2020-04-07,null,BL,-11.040436,-68.782972,271.88
82108099999,HOTEL TRANSAMERICA,1973-01-03,2020-04-01,null,BR,-15.355244,-38.999011,6.09
81890099999,HUMAITA,2016-09-16,2020-02-14,null,BR,-7.55,-63.0666666,73.5
82067099999,IAUARETE,1974-06-22,2015-11-06,null,BR,0.6075,-69.185837,105.15
86902099999,IBAITI,2016-07-04,2019-12-04,null,BR,-23.7666666,-50.1833333,931.5
81954099999,IBIMIRIM,2016-07-04,2020-04-07,null,BR,-8.5166666,-37.7166666,449.5
83076099999,IBIPETUBA,1990-04-02,1995-02-27,null,BR,-11.0166666,-44.5166666,450
86821099999,IBIRITE (ROLA MOCA),2016-07-04,2019-12-04,null,BR,-20.0333333,-44.0166666,1209.5
86843099999,IBITINGA,2016-07-04,2020-04-07,null,BR,-21.8555556,-48.8,493.5
86653099999,IBOTIRAMA,2016-07-04,2020-04-07,null,BR,-12.2,-43.2166666,431.5
